Unnamed: 0,content,stars,title,status
97,"進電影院前，千萬不要看劇透、不要看影評、不要看YouTube心得分享。這兩個半小時會讓你感動滿滿的。
千萬千萬不要先看影評哦",5,最後的絕地武士,good
98,星戰的極致之作，空前絕後的神片，為共和與帝國的善惡戰爭揭開全新序幕，雖然反抗軍英雄不斷前仆後繼犧牲殆盡，在黑暗之中已剩微弱星光，但燎原火種在片尾的反抗軍象徵中重新燃起......May The Force Be With You,5,最後的絕地武士,good
99,能看到這部電影身為星戰迷的我真是感動莫名!這幾年來沒幾部電影可以讓我這麼投入的。不破梗，去看了就知道!,5,最後的絕地武士,good
100,又一個領便當，莉亞有不死之身？個人覺得還好，芮也太強大,2,最後的絕地武士,bad
101,大推IMAX版本，這集給大家滿滿的大場面，戰鬥畫面絕對看到你熱血沸騰，劇情順暢不像俠盜一號跳來跳去很難懂，劇情緊湊都沒有冷場的感覺，非星戰迷也大推，只是莉亞的戲份最後還是沒交代清楚QQ，不知道後續要怎麼演下去了,5,最後的絕地武士,good
102,真的非常好看！剛看完,5,最後的絕地武士,good
103,"好看
推薦
星戰迷不容錯過
看得很過癮👍",5,最後的絕地武士,good
104,真的太好看了~星戰迷ㄧ定會有滿滿的感動!,5,最後的絕地武士,good
105,好看,5,最後的絕地武士,good
106,比第七集好看十倍，劇情緊湊無冷場,5,最後的絕地武士,good
107,"從開場的太空大戰一直到最後的地面戰，
我的心情一直被這部電影給牽著走…
很不錯的一部電影~~
基本上從2015年看過七部曲之後，
我就沒再二刷該片了，
基本上就是全憑兩年前的記憶來看這部最新的星際大戰了，
所幸並沒有造成很大的困擾，
嚴格來說，
這一片的整體成績是比七部曲要來的好一些...
無劇透的完整圖文版文章，歡迎上：
.
http://gys2.pixnet.net/blog/post/344950282
.",4,最後的絕地武士,good
108,"看完了，斯諾克就是個配角中的配角，路克隨便都能滅了他
但是為什麼沒有
劇情很出乎意料
快點去看吧",5,最後的絕地武士,good
109,"搶頭香，重頭到尾絕無冷場!
超好看，精典就是精典，最後那一場大決戰真的超超棒!",5,最後的絕地武士,good
110,成功創造新角色，也成功的揮別了舊角色的包袱，但卻又呼應了舊角色的命運，成功的續集電影,5,最後的絕地武士,good
111,真心不推薦 前面的部分就是最好看的了 那段落看完就可以走了,1,最後的絕地武士,bad
112,"無論是老梗新裝或新梗老裝 都還OK，上一代的和上上一代的和上上上一代的從星8客開始終將歸零（藍光梗),但為什麼新的三部份結尾都要躺一個昏迷，看來星戰應該是不會結束了！等ＪＥＤＩ絕種之後就要趕上迷航系列囉！",5,最後的絕地武士,good
113,"樓下的！不要還沒看就亂評好嗎？真的是腦X
真的好看阿！",5,最後的絕地武士,good
114,還沒看我已經知道下一個黑武士是誰了,1,最後的絕地武士,bad
115,A,5,最後的絕地武士,good
116,😊,5,最後的絕地武士,good
0,沒啥劇情吧，當然這種電影也不是賣劇情對的。niigu網站上有下載，yahoo搜索niigu，這個網站上很多電影都有,3,攻殼機動隊,soso
1,沒看過原著，但看完整部電影仍不懂劇情跟電影名稱攻殼機動隊有何關係?找了大咖女演員跟充滿未來世界感的特效及新穎題材，卻硬要把很多劇情演出來但又都沒交代清楚，實在很可惜!最後經典名言：人格並非由記憶來定義，而是我們的行為造就人格的定義，令人省思!,3,攻殼機動隊,soso
2,"一般般,或許是情感的部分表現不太夠,看完總有點空虛的感覺",3,攻殼機動隊,soso
3,和原作的層面差太多了，劇情也是完全不一樣,1,攻殼機動隊,bad
4,我沒看過動漫，但電影真的難看，生化人要找回自我已屬老梗，平平淡淡，只剩下華麗的特效再撐電影~,1,攻殼機動隊,bad
5,".......

美女,

攻殼車.....",2,攻殼機動隊,bad
6,難看到爆,1,攻殼機動隊,bad
7,難看到爆,1,攻殼機動隊,bad
8,"好看！特效也蠻酷的
",5,攻殼機動隊,good
9,95分，酷酷酷，比玩命8好看,5,攻殼機動隊,good
10,"近幾年來，人類邁向智慧科技的步伐越趨快速，諸如自動駕駛、語音人工智慧助理、智慧家電、智慧語言學習系統等如雨後春筍般出現，日前特斯拉執行長伊隆·馬斯克更宣布成立Neuralink公司實現「神經織網」技術。在人腦與電腦植入技術有望成真，《攻殼機動隊》有機會在現實世界真實上演之際，1995 年押井守驚豔歐美的《攻殼機動隊》真人改編電影也同步上映。是繼《肌膚之侵》、《露西》後，史嘉蕾喬韓森再度挑戰超智慧個體與自我意識衝突的作品，姑且先將這三部粗略命名為《史嘉蕾意識三部曲》吧.... 

全文: https://www.moviemovie.com.tw/forum/viewthread-7367-1.html",3,攻殼機動隊,soso
11,"我沒看過原著所以沒有先入為主的觀感,有人說內容空洞,我倒覺得那是沒用心看,明明女主角整場都在找尋那個主題....,總之視覺音效很讚,內容是新題材,我幾乎不看科幻片,但這部推薦",4,攻殼機動隊,good
12,特效很棒，但內容空洞無比。,1,攻殼機動隊,bad
13,很值得看的一部電影,5,攻殼機動隊,good
14,好看啊，雖然劇情老梗，但光看3D特效就值回票價，只是有點不合乎邏輯如果沒有知覺的話如何控制力道，抓自己咪咪時會不會爆掉阿？,4,攻殼機動隊,good
15,"真的很無聊
如果你真的沒事無聊到不知道要幹嘛也不要去看
回家睡覺都比較好",1,攻殼機動隊,bad
16,特效很棒 ， 劇情還可以,4,攻殼機動隊,good
17,"雖然沒看過原作~~但故事走向過於平淡 沒甚麼記憶點 讓你回味的

故事緊湊 都是以跳過 帶過 來詮釋~~就是日本為風格 

還蠻多類似 或看過得電影 故事背景~~",3,攻殼機動隊,soso
18,"攻殼機動隊本來就不是爽爽看的那種類型，不想動腦的都會看不懂並且對它評價很低。
不過電影為了商業考量已經簡化很多，2小時要囊括整個世界觀和人心細膩情感的部分真的很難
是說荒卷......北野武一直有很尷尬的感覺XD",4,攻殼機動隊,good
19,其實蠻好看的,5,攻殼機動隊,good
20,大爛片,1,攻殼機動隊,bad
21,"我沒看過原作 但 基本上劇情蠻老梗的 就單純的復仇片 主角醒過就知道劇情的走向了

描繪了未來城市的可能藍圖 看過原作請當作同名作品看待吧",3,攻殼機動隊,soso
22,ㄈ,5,攻殼機動隊,good
23,我算是常去戲院看3D版本的，這是少數感覺選擇多花錢看3D真好的其中一部。,5,攻殼機動隊,good
24,特效話面很棒，故事題材新穎，很值得一看，別被評分誤導。,5,攻殼機動隊,good
25,不錯看！,5,攻殼機動隊,good
26,"個人很喜歡這種類型的電影
也很喜歡Johanson 
給四顆星的原因是
感覺不夠讓人刻骨銘心（？
可能是架構太龐大 
兩個小時不夠吧",4,攻殼機動隊,good
27,"我也是在攻殼機動隊電影版還沒有上映前,我有聽過這個日本動漫畫作品的大名,但我就是看電影才認識和愛上攻殼機動隊原作想要表達的構思和意涵,史嘉蕾喬韓森詮釋得草薙素子真的很棒!!! 我還蠻愛的所以我覺得很好看,希望還有續作電影",5,攻殼機動隊,good
28,"就像是a-team、哆啦a夢stand by me 一樣，屬於前傳的故事內容，
草雉的及卡特的義體發展，都有帶到，
如果沒有看過士郎正宗的原著，有可能會看不懂在演甚麼。
真人版的詮釋，在現今的電影科技發展下，有很棒的新視野享受。
音效部分稍弱，但瑕不掩瑜。
(如果你的名字或怪物的孩子拍真人版不知會如何)",5,攻殼機動隊,good
29,"超喜歡Cyberpunk未來感的風格....這部以1995年日本劇場版押井守的版本為主軸
視覺特效、美術一流、主角""草薙素子""也詮釋很像~!!!",5,攻殼機動隊,good
30,畢竟才2小時電影，實在無分概括原著的精神，反而有點不倫不類,1,攻殼機動隊,bad
31,我覺得滿好看的呀！,5,攻殼機動隊,good
32,"行。
當作動畫版的平行時空就是一部好片。",4,攻殼機動隊,good
33,"故事內容很酷呀！
單純想看殺來殺去而給低分也太🙄",5,攻殼機動隊,good
34,"不知是否是早上去看的關係
整片看下來打了10次哈欠
沒有看過原作，就純看電影來說是還好  沒預期的那樣好 但也不算很差很差 就是沒啥太大爆點 等第2集再來看看",2,攻殼機動隊,bad
35,評一顆星的，只想來這裡獲得存在感嗎？你的人生就只會出一張嘴而已覺得悲哀到極限,5,攻殼機動隊,good
36,好看，特殊題材，劇情還不錯,5,攻殼機動隊,good
37,"其實從預告一出來我就非常非常不看好而且預告越多看的越生氣
但沒想到電影和預告完全不一樣（所以說好的預告剪輯真的很重要..
我是個從動畫電影到電視劇都全部有看過的粉絲
本來以為會被嚴重冒犯
但很意外的並沒有這樣的感覺
電影改動了一些原本的設定，但沒有改到讓人覺得莫名其妙
而有些畫面也真的還原的很不錯，本來以為會有錯置的感覺但也沒有
這樣的貫穿，反而讓人有 這是另一個宇宙，因為一些改動一些決定不一樣，而演變出不同結果的感覺
至於演員洗白的部份，我沒那麼偏激，覺得洗白就是洗白不想看
本來動畫和動畫電影就很白人嘛 1995版的完全就是白人
而且故事裡有把外型的部份化解掉了（化解的方法巧妙或強行就看個人 我個人是能接受）
而我也能理解為什麼要選史嘉麗的，畢竟電影公司需要票房，而史嘉麗真的也演的很好（身材的問題也可以看過電影再討論 電影裡的身材真的很好)
故事裡也有回歸到她就是素子 只是外型不一樣了而且很好的貫穿主題 個人覺得算是有誠意的了
建議有疑問的人可以去看一下再生氣也不遲XD",4,攻殼機動隊,good
38,說不好看的看原作才真的會睡著,5,攻殼機動隊,good
39,"看在特效給兩顆星
不是攻殼而是生鏽女版的機器戰警，沒看過反應那麼慢的特務，隊長迷茫整場
音樂表現乏味，結果把有味的動畫版原曲放在片尾，版權買了還不會用
編劇只是編壞劇情，導演搞砸一切",2,攻殼機動隊,bad
40,"整體的劇情相當流暢,主角們演的很好,特效更是做的沒話說!!  好片",5,攻殼機動隊,good
41,衝著黑寡婦去看的，演技是真的很棒，但劇情老梗，而且該精彩的地方點到而已，根本就不值得特地衝去看。😑相較之下，真的比較喜歡劇場版最後結尾的設定,2,攻殼機動隊,bad
42,好看.,4,攻殼機動隊,good
43,"效果不錯，得認真看
給ㄧ顆星的有去看嗎！？😵",4,攻殼機動隊,good
44,"還是動畫劇情比較好看
這裏讓我吐槽一下
還我動漫版強大帥氣美麗的無敵少校",4,攻殼機動隊,good
45,對於這種另類題材的電影很喜歡，特效也很棒，劇情與格局太小 ，評分大約落在4.2吧，沒3顆星那麼誇張,5,攻殼機動隊,good
46,失望.......,2,攻殼機動隊,bad
47,Very nice ,5,攻殼機動隊,good
48,如果沒有特效加持這部片真的太催眠,2,攻殼機動隊,bad
49,就算忘了原作劇情也會入戲喔,5,攻殼機動隊,good
50,"這部片大致上是改編1995由押守井制作的第一部攻殼機動隊OVA~內容與劇情有作些改編
電影比較著重草薙素子的內心戲~加了一些無關緊要的路人甲乙丙的科學博士
故事改編的普普~沒有什麼矛盾的地方~拍攝的手法及畫面色彩蠻優的~
配樂很難得的好萊塢會延用原來的~尤其是片尾時的配樂跟1995年的OVA一樣
沒有辦法打滿分~個人覺得史嘉蕾不適合演草薙素子~加上他走路一直駝背
不知道是不是想要演出生化義體人的感覺~但總覺得怪怪的
如果有看過1995年的OVA~再來看這部電影~會覺得SO SO ~沒有太失真也沒有太突出的表現
原作太過於強大~以致於後續之作很難再突破",3,攻殼機動隊,soso
51,我睡著了,1,攻殼機動隊,bad
52,不賴,5,攻殼機動隊,good
53,👍👍👍,5,攻殼機動隊,good
54,"劇情,特效及場面都值得進戲院,特別是電影版改編過的劇情,簡單易懂!! 有時YAHOO影評是會失準的 
特效與劇情都值得加分,特別是最後一段的劇情, 關於素子的親情,後面有感動到",4,攻殼機動隊,good
55,我只看到史嘉蕾一直在駝背...,4,攻殼機動隊,good
56,其實還不錯看！👍👍👍,5,攻殼機動隊,good
57,女主角演技不錯，整部片視覺效果讚值得去看。,4,攻殼機動隊,good
58,我剛才到底看了三小，早知道拿這個錢去捐給流浪狗買蚤不到,1,攻殼機動隊,bad
59,"電影動畫效果蠻不錯的，但劇情真的都想的到～
看完蠻無感的一部片，真的不好看也不難看，很難給評價！
不到３顆星的原因大概就是真的很無感吧！
就留著在家看然後把錢花在別部片上面比較值得！",2,攻殼機動隊,bad
60,好看 特效棒,5,攻殼機動隊,good
61,還OK阿  不錯看阿~~,5,攻殼機動隊,good
62,"就老梗。主角誕生後逐漸變強了。
在某個重大辦案中發現真象
找害她失去身體的人算帳",4,攻殼機動隊,good
63,"不知道是不懂世界觀還是怎樣
整部片子不知道為甚麼平鋪直敘的 好像就是欸有壞人我要去找壞人就醬
城市太前衛了無法理解這種前衛的設計抱歉
第一次看完電影出來會覺得很難過
覺得這部片子完全不知道在幹嘛
我猜應該是整形新科技的宣傳廣告電影",1,攻殼機動隊,bad
64,"沒看過原作或對原作研究不深的人會喜歡,
攻殼腦粉要去看要做很強的心理準備....",3,攻殼機動隊,soso
65,…,1,攻殼機動隊,bad
66,我覺得比想像中好看欸,4,攻殼機動隊,good
67,好看呀...差點被評分誤導到沒去看,5,攻殼機動隊,good
68,沒看過原漫畫，不論是畫面、題材都很新鮮，壞人死掉那段前後呼應我超愛！！！！當然可能礙於電影長度收尾草草，但是整體來說是一部很不錯的片字，不論是科幻、畫面、情感聯繫、懸疑整個綜合在一起一點都不突兀，既爽又好看的電影。片名誰取的...真的跟攻殼機動完全無關連，地殼機也才出現電影最後一個打鬥場景而已,5,攻殼機動隊,good
69,我覺得不錯啊，我沒看過原著。,4,攻殼機動隊,good
70,不能只有我浪費330 錢不好賺,2,攻殼機動隊,bad
71,我還以為是「攔截記憶碼」續集，😂😂😂,2,攻殼機動隊,bad
72,我是沒看過漫畫，但我發現沒看過也沒關係~因為裡面劇情和拍攝手法都讓人值得進去看了!用日式美學外加美式緊湊不馬虎的拍片手法~真的很值得去電影院看一看!平反一下那低到不行的分數...,5,攻殼機動隊,good
73,"評論根本不準 
超好看
非常有深度跟人性描寫
即使是機器也體會到人格並非記憶 而是我們的行為造就人格 ",5,攻殼機動隊,good
74,good,5,攻殼機動隊,good
75,還不錯看,4,攻殼機動隊,good
76,我沒看過原著，看完電影我心裡的目標分數大約4.2，電影其實不壞，我實在不能理解，奇摩電影分數，怎麼會跟我認為的分數差那麼多，通常都差不多才是啊！,5,攻殼機動隊,good
77,"推薦影片https://youtu.be/WjZJ03g12Xo
推薦:★★★★★★★☆☆☆

非常推薦給：對攻殼機動對題材有興趣的朋友~去看!喜歡科幻動作爽片的朋友!去看!!深愛史嘉蕾喬韓森的朋友~一定要去看!!!這部電影探討【人性的獨特，不是可以被機械取代的】，人也不是機械不能給別人來操控，強調【人】的價值與生命的尊貴",4,攻殼機動隊,good
78,由漫畫家「士郎正宗」於1989年所畫的科幻漫畫，融合了後來許多版本動畫而簡化改編成的真人版電影，劇情流暢、特效很棒。與其他的日本電影雷同，都有偵探式的尋獲真相。是部富含存在價值與人格意義及哲學的影片。,4,攻殼機動隊,good
79,昨天去看了，不覺得是3.5的分數，水準應該有4分以上，給個5分平均一下~,5,攻殼機動隊,good
80,就是爽片…,5,攻殼機動隊,good
81,找了大咖演爛片....,1,攻殼機動隊,bad
82,沒看過原作。整體我覺得算流暢。也沒像總評這麼低分啊⋯⋯,5,攻殼機動隊,good
83,剛看完IMAX3D的【攻殼機動隊 ghost in the shell】個人覺得非常好看！無論是人物、場景、動畫、攝影、配樂、劇情等各方面都做得非常細緻用心，每個畫面都很講究，最後播放出動畫經典配樂時都起雞皮疙瘩了~ 會讓人想再看一次的好電影~ 不管有沒有看過原版動畫的朋友都值得去電影院好好欣賞一下喔~ 很享受！建議看3D會更有臨場感喔！,5,攻殼機動隊,good
84,只有難看 沒有別的!!,1,攻殼機動隊,bad
85,配服原作者在幾十年前就已經有這些高科技的概念了，現在看起來有些東西，的確已經有了。,5,攻殼機動隊,good
86,"有閒錢就去看吧!我全家一起看電影第一次遇到老婆兒子輪流問我還有多久結束,原來它們看到睡著了!",2,攻殼機動隊,bad
87,Goog,5,攻殼機動隊,good
88,現在晚上11點的場剛出來，忍不住上來留言一下，工讀生別再洗高評價了，真的不好看就不好看，別害人浪費錢跟時間啊！,1,攻殼機動隊,bad
89,少佐根本神還原、且機械體質感超到位，除部份設定更動與星許違和感，整個大融合原創士郎正宗、電影版押井守、電視版神山健治，沒讓我失望！素子好帥！巴特也是，濃濃人情味！,5,攻殼機動隊,good
90,"故事內容很棒

女主角身材好

故事人物鮮明

很有日本禪意",5,攻殼機動隊,good
91,基本上都OK，就是對幹畫面太少...,4,攻殼機動隊,good
92,非常好看,5,攻殼機動隊,good
93,明明就好看，一堆莫名垃圾評價故意來亂的,5,攻殼機動隊,good
94,除了劇情上面感覺有點bug感覺到怪怪的、飾演母親的人物不到位、垃圾車工人死的很怪、荒卷幹嘛設定日語....，其餘非常好。,4,攻殼機動隊,good
95,去電影院就是要享受，好看,5,攻殼機動隊,good
96,不喜歡反派的設定,4,攻殼機動隊,good
97,真人版來說，特效做得非常好，女主完全撐得起這部戲,5,攻殼機動隊,good
98,果然有殼沒有魂,1,攻殼機動隊,bad
99,除了臉部特效不錯之外，劇情、動作、武器、角色，都讓人大失所望！,1,攻殼機動隊,bad
100,"評論寫了這麼多頁,不用再懷疑了,去看就對了.",5,攻殼機動隊,good
101,還可以。值得,5,攻殼機動隊,good
102,失望，只能說預告片比電影好看，很久沒看一部電影看到後半段已經在想等等要吃什麼了……唯一值得稱讚的是畫面顏色和質感都處理的很不錯，如果當成是藝術電影看的話評價應該會高很多。,2,攻殼機動隊,bad
103,"之前的預告 真的感覺很差  直到看完 才知道 不是雷片  
說雷片  跟看到睡著的 不知道是不是有問題

有點小缺陷 就是結尾太短 !! 大致上 特效非常棒~~
希望有幫助到 大家^^~",5,攻殼機動隊,good
104,根本廢片、浪費錢、也不知道在做什麼、劇情又爛，這樣也能拍電影嗎？一年中能看到這樣的廢片也不容易,1,攻殼機動隊,bad
105,其實這部漫畫的架構很難拍得空洞 .電影公司選導真的很重要 拍MV廣告出身的名導. 給了他不差的預算 資源 演員.  都沒辦法好好的把故事說好 很愛炫技用大量的華麗CG特效塞滿畫面 像飢餓遊戲後面幾集的導演一樣 駕馭不了好的劇本 更不用說變形金剛的導演了  攻殼這個導演之前就搞砸過 公主與狩獵者 反正它們都不會以拿獎為目標 只要觀眾買票進場可以交代就好 可是他們知道他們折損的是原著的價值嗎? 或許這也是在勉強這些以MV式影像為重的導演 因為MV導演只管畫面 歌曲好不好聽是歌者及詞曲創作人的事   最後我實在太喜歡 攻殼機動隊 了 所以不忍心看到它有不好的評價 但這不代表這是部成功的電影,5,攻殼機動隊,good
106,明明很好看，卻一堆工讀生在拉低評分,5,攻殼機動隊,good
107,"抱著對原作的崇敬去看,整片除特效外一無是處,更無法理解整片為什麼就北野武講日語",1,攻殼機動隊,bad
108,失眠的可以看,1,攻殼機動隊,bad
109,這部片我一直很猶豫要不要去看，因為國外評價並不高，不過我還是很好奇此片表現到底如何？我開門見山地說吧，此片真的不是很好，但是又稱不上是個宇宙無敵大爛片，還不至於到完全看不下的地步，前四分之三我覺得還不差，雖然不少國外觀眾抱怨說節奏慢很無聊，就我個人的看法，我是還蠻enjoy在其中的，身邊觀眾也沒有提早離場或上廁所等情形，所以節奏應該算ok，但是此片最大的敗筆是在結尾，實在很突兀，安排的非常差，而且大多電影都會把最精采的動作大場面安排在後頭才是，結果最終連娛樂性都大打折，動作戲真的不太夠，這些問題我責怪導演，其實當初我很擔心這部片，主因就是這位導演，他的資歷並不深，而且之前執導的白雪公主真人版真的不怎麼樣，如今跟我的預一樣，根本是選錯導演，有趣的是片中探索不少深層的含意，靈魂及人性就是此片的重點，我是覺得還不錯啦，但是卻少了甚麼新鮮感，諷刺的是早期駭客任務的靈感就是取材於攻殼機動隊動畫，這也讓駭客任務瞬間成為最經典的科幻動作片，這幾年下來，科幻片早已多到數不清，類似題材也見多了，導致這部攻殼機動隊實在沒甚麼突出的亮眼，像是後半部的發展讓我聯想到機器戰警，消除記憶那段聯想到機械公敵，時空背景像銀翼殺手，總之就是不少科幻片的混合版，不過特效倒是很華麗，這點是真的很出眾，至於史嘉莉喬韓森，我覺得此片會賣座主要還是歸功於她，我們非常喜歡看史嘉莉喬韓森在大螢幕上大顯身手，撇開漫威漫畫不談，到目前為止她主演的動作片都不算亮眼，總覺得大材小用，可見導演安排真的很重要。,4,攻殼機動隊,good
110,30%敗在畫蛇添足的素子前身情節、配樂和結局，不如動畫版讓觀眾有無限想像空間。有些場景原味重現動畫的經典畫面，腦海立刻響起川井憲次的配樂，卻有種悵然所失的感覺，新版配樂無法營造更深層氛圍。動畫版有更多導演押井守的無對白美學場景，讓觀眾停下腳步跟著素子思考自己所為何來，只給一顆星的鄉民看動畫可能更看不懂會給零分吧@@。,4,攻殼機動隊,good
111,"一開始的城市特效我覺得不是很精緻，但是後面特效越來越精緻好看。
劇情也還不錯，雖然有人留言深度不夠，但是說真的，假如真的拍出深
度又有幾個人看得懂，大多人的深度不也是靠自己腦補出來的嗎？
特效氛圍都有拍出來，我覺得有點像露西，但是比露西好看。
還有女主氣質真的太美～雖然耍帥的場景很多，但是基本上還是以美
為最凸顯，難怪導演都喜歡找她來拍，她的神情真的很美。
基本上評價我覺得都看看就好，因為通常傑出的片子，通常都會有
兩極的影評，一半是看不懂，一半是看得懂。",5,攻殼機動隊,good
112,還能看看👍👍,1,攻殼機動隊,bad
113,請問有誰可以告訴我要怎麼當工讀生嗎 隨便打幾個字在一個沒什麼人相信的網站上就有前拿超爽的 有人提供面試地點或相關網站嗎 拜託拜託 很缺錢 想賺外快,4,攻殼機動隊,good
114,"昨晚去看了!!好看呀
怎麼評分會這麼低",5,攻殼機動隊,good
115,原著中的一些經典畫面都有重現。雖說經過改編，但劇情很合理。有酷炫的特效，也有發人省思的點，好片一部，推薦～^_^,5,攻殼機動隊,good
116,"可能是我資質不夠
劇情有些看不是很懂
但特效很棒
女主角很正",3,攻殼機動隊,soso
117,各位留一星的留言工讀們，我也想應徵，我每個電影都會留一星,1,攻殼機動隊,bad
118,"好俗喔,打卡告訴別人我看了這個都覺得丟臉,攻什麼殼阿...",1,攻殼機動隊,bad
119,個人完整觀後心得：https://www.moviemovie.com.tw/forum/hot/296/viewthread-7352-1.html (影劇圈圈),5,攻殼機動隊,good
120,還可以,4,攻殼機動隊,good
121,"看完的感覺就是空洞。
說是爽片。爽度也不夠。
要說有劇情。劇情也不夠深度。

所以。。。。就只有特效可以看了。
我去看imax 3d。特效不錯。
其他。。。都不行",2,攻殼機動隊,bad
122,"如果想看一般商業爽片並不推薦
劇情是還不錯.但就沉悶惹點
看此片要有心理準備唷",3,攻殼機動隊,soso
123,是哦，那謝謝省了錢，等錄影帶出來再看看,5,攻殼機動隊,good
124,不用說 很好看啊！,5,攻殼機動隊,good
125,非常特別的科幻片,5,攻殼機動隊,good
126,"劇情B,劇情簡單老套,但故事背景提供多思考價值 特效A,科幻感十足,打鬥略少,若只是想看熱血爽片就別去了,內容包含人性與人工智慧的差異,具有哲理,整體來說中上,給一星的87%是看不懂或是來亂的",5,攻殼機動隊,good
127,"














劇情流暢！特效完美！導演功力不俗！演員演技到位！是部可以花錢到大銀幕觀賞的娛樂佳片！每個人欣賞的角度不同，對我而言這是值得一看的好片！",5,攻殼機動隊,good
128,真的還好,1,攻殼機動隊,bad
129,"知道攻殼是個又長又深值得細看的作品，但還是有很多人沒看過以前的動畫
沒有這些背景知識進戲院看就對了，好看",5,攻殼機動隊,good
130,"最近看了五部電影美女與野獸、金剛、羅根、異星智慧、攻殼機動隊。
個人覺得攻殼機動隊最好看，內容有深度，劇情流暢，特效不錯。

唯一缺點，覺得未來的車子不應該是輪胎在跑，應該改成磁浮車了。",5,攻殼機動隊,good
131,"總歸來說，整部電影是相當不錯滴，
翻拍經典1995年版本的部分，
幫電影打了一個不錯的底子，
雖然細節的部分有一些不完美，
但是電影劇情整體架構還算是完整，
有冒險也有愛情，也交代了少校的身世，
可當作一部不錯的攻殼入門電影來觀賞。
提供觀後心得給大家參考：
https://youtu.be/JlJ_NNAgxkw",4,攻殼機動隊,good
132,"生平第一次電影演一半不到就想直接走出戲院
真的是非常的難看.........................",1,攻殼機動隊,bad
133,"好像進入動畫的虛擬世界,非常有創意",4,攻殼機動隊,good
134,好,4,攻殼機動隊,good
135,"劇情方面說模仿的，還是先去看看原作跟原作時間點再說

的確跟動作片比，是沒什麼精彩的打鬥畫面

但其實這本來就是類似探討人，靈魂為主題的電影

如果把它當成動作片來看當然覺得不好看

有幾幕是有向原作致敬的FU~~",5,攻殼機動隊,good
136,30日就已上映去看了，特效當然沒話說，但劇情可能是爲了要忠於漫畫原作所以也不能說什麼，但整體有點小悶算是沒有期待中好看。,3,攻殼機動隊,soso
137,個人覺得導演太著重故事的敘述跟完整性，然後也太過於營造未來感，所以特效都在背景中，但是主角的打鬥就輕輕的帶過，沒有爽片的感覺，真的可惜了。,3,攻殼機動隊,soso
138,沒劇情可言.....視覺影像不錯而已,1,攻殼機動隊,bad
139,"看完傻眼...
被精彩預告騙了
唉....
",1,攻殼機動隊,bad
140,雖然最後主角的身體被摧毀了，但她的意思已經複製到另一個小女孩機器人身上，這是一部探討人性的電影，真心推薦,5,攻殼機動隊,good
141,"看最後一頁的評分就知道為什麼那麼低了，擺明故意拖垮
 好看不是用說的就可以表示，去看就是了",5,攻殼機動隊,good
142,真的好看!!,5,攻殼機動隊,good
143,這部評分越來越有對岸豆瓣貓眼的樣子……同樣的影評重複複製貼上ID還異常相似,4,攻殼機動隊,good
144,"我看過攻殼機動隊漫畫版，動畫電影版2部，TV動畫版+OVA共53話。
他們之間能說是有關連，也能說是沒有關聯，畢竟個人理解想法不同。
但重要的是有一些共同點，其中的細節需要去細細品味!

而且阿，
說劇情不清楚?我看到的劇情走向很清楚交代前因後果阿。
說畫面黑暗?不會啊，我看得很清楚，還金光閃閃。
說看著會無聊睡著?我樂在其中，細細品味，不覺得無聊
說動畫好看電影爛?動畫真心神作!但電影改編也是很好看的!

電影是濃縮改編版本，但之間有原作也有新的要素，
相互比對之下，有各自的滋味!至於會不會品嘗~那就因人而異了~
就我今天去看完這部電影，我覺得: [很好看，我喜歡] 心得就這麼簡單。",5,攻殼機動隊,good
145,5分給史嘉蕾喬韓森,5,攻殼機動隊,good
146,早知道就把錢砸在隔壁的小屁孩臉上,3,攻殼機動隊,soso
147,電影30號就上映況且還有特映會,3,攻殼機動隊,soso
148,"特效真的很好~
劇情鳥鳥的~我也覺得早知道把錢拿去看別部~
我也是看昨晚的午夜場~3/29是韓國上映~3/30是香港台灣上映~3/31是美國上映",1,攻殼機動隊,bad
149,樓下的哥!!你今天去看完再來說工讀生有沒有騙你😆神片啊這部,1,攻殼機動隊,bad
150,"如果不是衝著史嘉蕾我也不會想去看
特效真的很好看 劇情不怎樣
本人也是看3/30的午夜場喔,說3/31上映的人是??",1,攻殼機動隊,bad
151,"這部片我給3顆星  勉強及格.說穿了是因為史嘉雷才會給三顆星 沒有史嘉雷應該只有1顆星吧...跟之前的片太雷同 劇情沒有很強 想要模仿創:光速戰紀 還有柯林法洛重拍的Recall,除了史嘉雷外.真的一點新鮮感都沒有..",3,攻殼機動隊,soso
152,"看到後面不知道在演什麼 看完沒有心得

還有我也是看3/30的午夜場去今日秀泰的 請不要說別人是工讀生

可以去查一下電影的時刻明明就是3/30上映",1,攻殼機動隊,bad
153,今天去看早場，真的感覺視覺效果很讚，而且題材很吸引我，雖然我沒看過原著，但現在超想去看的，另外好奇那些給一顆星的留言時間都在一過31號的凌晨，請問你們真的有看過電影嗎？那時間不是還沒上映嗎？你們去那看的?如果還沒有看過請不要沒看過就亂評論，,5,攻殼機動隊,good
154,相信我！看完你會很失望的,1,攻殼機動隊,bad
155,"和漫畫比是4顆星，當新電影是4.5顆星
差不多4.25分，但是前面給一顆星的應該都是其他片商來亂的，可能是同檔的國片
所以改給五顆平衡，",5,攻殼機動隊,good
156,享受跟動畫不一樣的感受,5,攻殼機動隊,good
157,聲光電腦動畫忠於原著.,5,攻殼機動隊,good
