公司,年月,TCRI,總分,規模,獲利,安全,效率,CFO,CFO不一致,利息支出率,資產報酬%,營業利益%,借款息%,平均收款天增減,平均售貨天增減,借款依存度%,營收,TSE產業別
1307 三芳,2016/12/30,4,753.0,83.0,73.0,100.0,67.0,23.73,,0.31,8.65,14.11,1.19,1.0,-4.0,34.0,110.0,3
1309 台達化,2016/12/30,7,511.0,83.0,9.0,79.0,82.0,6.16,,0.29,1.97,1.41,1.51,-12.0,-2.0,81.0,164.0,3
1310 台苯,2016/12/30,7,797.0,85.0,86.0,94.0,88.0,17.44,,0.34,12.19,13.33,2.1,4.0,1.0,22.0,141.0,3
1314 中石化,2016/12/30,5,582.0,139.0,-4.0,94.0,93.0,2.59,,0.9,-1.58,-2.82,2.19,-2.0,-3.0,22.0,254.0,3
1316 上曜,2016/12/30,8,122.0,6.0,-12.0,58.0,-40.0,-3.09,,4.63,-2.3,-21.26,2.64,49.0,808.0,57.0,6.0,21
1321 大洋,2016/12/30,6,408.0,55.0,9.0,67.0,73.0,-1.17,,1.28,0.22,4.8,1.45,3.0,3.0,79.0,43.0,3
1323 永裕,2016/12/30,5,602.0,26.0,80.0,100.0,11.0,3.28,,0.5,9.55,14.32,1.74,25.0,0.0,47.0,31.0,3
1326 台化,2016/12/30,3,864.0,140.0,69.0,100.0,77.0,596.83,,0.68,9.71,11.04,1.74,-1.0,0.0,32.0,3192.0,3
1413 宏洲,2016/12/30,8,234.0,15.0,-8.0,53.0,60.0,-0.96,,0.77,-2.09,-2.41,1.89,11.0,-3.0,113.0,22.0,4
1414 東和,2016/12/30,6,245.0,13.0,-1.0,73.0,-1.0,1.67,,0.92,0.16,-1.99,1.21,3.0,13.0,24.0,10.0,4
1432 大魯閣,2016/12/30,8,-234.0,13.0,-24.0,-26.0,-40.0,0.07,,9.36,-5.96,-31.63,2.66,-14.0,783.0,180.0,10.0,18
1442 名軒,2016/12/30,7,470.0,61.0,61.0,33.0,64.0,18.91,,3.06,5.06,14.81,2.42,-2.0,-2611.0,106.0,53.0,14
1447 力鵬,2016/12/30,5,446.0,103.0,-1.0,63.0,67.0,-0.88,,0.68,0.05,-0.52,1.03,-5.0,2.0,90.0,143.0,4
1449 佳和,2016/12/30,9,-393.0,31.0,-31.0,-69.0,10.0,-3.86,,3.53,-3.8,-7.67,4.19,8.0,4.0,286.0,30.0,4
1451 年興,2016/12/30,4,649.0,85.0,43.0,100.0,50.0,17.61,,0.12,6.02,6.49,1.31,-2.0,-8.0,11.0,130.0,4
1452 宏益,2016/12/30,5,555.0,15.0,54.0,100.0,64.0,4.37,,0.0,7.43,9.61,0.0,6.0,3.0,0.0,20.0,4
1453 大將,2016/12/30,7,229.0,1.0,-9.0,90.0,-40.0,-0.64,,2.21,-1.86,-67.31,1.4,24.0,2460.0,11.0,1.0,4
1456 怡華,2016/12/30,9,-252.0,12.0,21.0,-100.0,-40.0,-1.52,,13.57,3.46,4.0,4.33,-62.0,-525.0,271.0,10.0,4
1457 宜進,2016/12/30,7,369.0,57.0,-1.0,70.0,64.0,3.58,,1.8,-0.26,0.25,1.89,-8.0,19.0,64.0,46.0,4
1472 三洋紡,2016/12/30,9,515.0,5.0,83.0,61.0,76.0,0.08,,1.43,7.45,18.19,2.76,2.0,-13.0,92.0,8.0,4
1475 本盟,2016/12/30,9,138.0,1.0,-60.0,82.0,49.0,-0.15,,2.76,-21.55,-31.87,5.65,-1.0,12.0,52.0,2.0,4
1477 聚陽,2016/12/30,3,741.0,103.0,73.0,83.0,68.0,10.33,+,0.1,11.67,8.92,6.86,2.0,2.0,6.0,221.0,4
1503 士電,2016/12/30,4,630.0,130.0,34.0,89.0,2.0,9.14,+,0.2,3.88,6.89,0.94,1.0,-7.0,20.0,214.0,5
1506 正道,2016/12/30,7,289.0,14.0,9.0,86.0,-25.0,0.4,,1.59,2.05,3.26,3.09,7.0,-1.0,66.0,16.0,5
1507 永大,2016/12/30,4,678.0,120.0,59.0,100.0,-40.0,22.34,,0.0,5.62,11.08,0.0,15.0,9.0,0.0,196.0,5
1513 中興電,2016/12/30,5,505.0,87.0,24.0,85.0,5.0,3.89,,0.26,3.24,3.82,1.06,-7.0,-27.0,48.0,127.0,5
1515 力山,2016/12/30,6,369.0,35.0,16.0,72.0,37.0,0.21,,1.34,2.65,3.01,2.59,-7.0,-3.0,79.0,37.0,5
1516 川飛,2016/12/30,8,449.0,3.0,27.0,100.0,63.0,0.87,,0.0,5.37,1.36,0.8,2.0,20.0,0.0,7.0,20
1521 大億,2016/12/30,4,676.0,38.0,85.0,92.0,70.0,4.86,,0.02,13.66,7.7,3.99,0.0,-3.0,0.0,59.0,5
1525 江申,2016/12/30,6,552.0,16.0,54.0,92.0,82.0,0.2,,0.13,12.37,1.43,1.07,-10.0,-4.0,4.0,12.0,5
1529 樂士,2016/12/30,9,185.0,2.0,-23.0,80.0,-40.0,0.1,,0.99,-9.74,-1.7,2.35,-679.0,-274.0,42.0,3.0,5
1532 勤美,2016/12/30,7,593.0,115.0,60.0,75.0,-40.0,29.07,,1.52,5.45,14.36,1.91,15.0,86.0,61.0,141.0,5
1535 中宇,2016/12/30,4,529.0,60.0,34.0,78.0,74.0,-3.73,+,0.09,3.5,6.11,0.49,2.0,-1.0,61.0,85.0,5
1538 正峰新,2016/12/30,9,165.0,6.0,-13.0,38.0,71.0,0.44,,2.63,-2.23,-12.03,2.55,7.0,3.0,126.0,7.0,5
1539 巨庭,2016/12/30,6,484.0,22.0,72.0,55.0,59.0,3.55,,1.0,7.55,11.23,2.42,5.0,-7.0,110.0,30.0,5
1558 伸興,2016/12/30,4,750.0,49.0,97.0,100.0,62.0,9.04,,0.08,14.24,17.44,1.05,-1.0,-2.0,9.0,60.0,5
1560 中砂,2016/12/30,4,664.0,36.0,82.0,98.0,51.0,7.95,,0.08,10.52,17.25,1.2,0.0,-22.0,5.0,41.0,5
1583 程泰,2016/12/30,5,439.0,65.0,40.0,77.0,-40.0,15.08,,0.95,3.19,10.11,1.43,-3.0,23.0,73.0,65.0,5
1611 中電,2016/12/30,6,292.0,35.0,-2.0,86.0,-35.0,0.31,,0.76,-3.7,2.99,1.42,-8.0,1.0,34.0,27.0,6
1612 宏泰,2016/12/30,4,394.0,33.0,1.0,100.0,23.0,0.42,,0.03,0.68,0.71,3.11,3.0,-2.0,1.0,32.0,6
1614 三洋電,2016/12/30,4,584.0,47.0,39.0,100.0,72.0,3.5,,0.12,5.48,6.45,2.65,-2.0,2.0,5.0,54.0,6
1618 合機,2016/12/30,6,366.0,22.0,3.0,100.0,15.0,4.64,,0.0,1.25,2.04,0.0,59.0,-11.0,0.0,20.0,6
1701 中化,2016/12/30,6,428.0,59.0,27.0,86.0,-30.0,1.94,,0.62,3.44,5.23,1.27,4.0,0.0,51.0,58.0,22
1707 葡萄王,2016/12/30,4,808.0,68.0,120.0,91.0,38.0,24.26,,0.34,21.06,24.38,1.79,1.0,-18.0,21.0,92.0,22
1718 中纖,2016/12/30,7,580.0,140.0,29.0,51.0,58.0,157.77,,1.92,0.42,10.02,1.86,6.0,1.0,65.0,318.0,21
1721 三晃,2016/12/30,7,577.0,30.0,57.0,97.0,53.0,9.16,,0.54,7.06,8.91,1.6,23.0,36.0,45.0,36.0,21
1723 中碳,2016/12/30,3,747.0,54.0,90.0,96.0,82.0,9.33,,0.14,11.64,19.45,0.63,1.0,6.0,20.0,50.0,21
1724 台硝,2016/12/30,6,534.0,17.0,53.0,94.0,59.0,2.8,,0.09,6.75,9.46,1.0,-6.0,-7.0,12.0,21.0,21
1726 永記,2016/12/30,3,670.0,64.0,77.0,100.0,11.0,11.31,,0.0,10.27,15.78,1.02,5.0,-4.0,0.0,76.0,21
1732 毛寶,2016/12/30,6,322.0,3.0,-9.0,100.0,19.0,0.22,,0.0,-4.08,-4.13,0.0,-1.0,14.0,0.0,5.0,21
1733 五鼎,2016/12/30,5,530.0,14.0,65.0,100.0,8.0,2.98,,0.46,6.88,15.06,2.08,-16.0,1.0,19.0,18.0,22
1762 中化生,2016/12/30,7,290.0,12.0,19.0,77.0,-23.0,2.61,,0.55,2.34,5.75,1.27,7.0,-16.0,29.0,12.0,22
1786 科妍,2016/12/30,6,431.0,2.0,25.0,100.0,16.0,0.38,,2.25,-1.87,13.22,1.98,28.0,-40.0,35.0,2.0,22
1805 寶徠,2016/12/30,8,-19.0,0.0,-20.0,26.0,-40.0,-2.79,,31.78,-6.7,-479.15,2.67,110.0,3591.0,61.0,0.0,14
1902 台紙,2016/12/30,5,447.0,49.0,0.0,100.0,50.0,6.04,,0.38,0.13,0.03,1.84,8.0,5.0,10.0,43.0,9
1903 士紙,2016/12/30,7,-15.0,1.0,-11.0,19.0,-40.0,-1.34,,30.67,-2.29,-305.57,1.19,7.0,394.0,67.0,1.0,9
1904 正隆,2016/12/30,5,576.0,140.0,18.0,64.0,50.0,37.41,,1.28,2.28,4.52,2.26,3.0,2.0,101.0,401.0,9
1905 華紙,2016/12/30,5,535.0,125.0,3.0,81.0,34.0,20.46,,0.42,1.47,1.73,1.5,-1.0,-15.0,32.0,220.0,9
1907 永豐餘,2016/12/30,5,466.0,140.0,1.0,52.0,49.0,51.95,,1.52,0.86,1.7,1.86,0.0,-3.0,124.0,634.0,9
2002 中鋼,2016/12/30,3,582.0,140.0,33.0,55.0,37.0,554.78,,1.38,3.35,7.32,1.43,1.0,3.0,84.0,2931.0,10
2008 高興昌,2016/12/30,8,258.0,15.0,-6.0,60.0,58.0,-1.91,,2.95,-1.41,-4.5,1.82,9.0,-3.0,64.0,11.0,10
2013 中鋼構,2016/12/30,6,249.0,98.0,-1.0,32.0,9.0,-2.62,,0.42,-0.01,-0.03,1.14,7.0,-4.0,151.0,171.0,10
2020 美亞,2016/12/30,7,528.0,41.0,68.0,71.0,29.0,5.11,,0.72,8.62,10.72,1.88,-6.0,3.0,54.0,45.0,10
2025 千興,2016/12/30,D,365.0,22.0,21.0,58.0,86.0,3.99,,0.76,4.09,0.06,2.32,-6.0,4.0,77.0,36.0,10
2027 大成鋼,2016/12/30,7,351.0,140.0,21.0,16.0,-40.0,38.06,,1.29,3.03,3.14,2.31,3.0,13.0,180.0,477.0,10
2028 威致,2016/12/30,D,-12.0,51.0,2.0,-64.0,74.0,4.4,,1.25,1.38,0.8,2.7,-12.0,1.0,283.0,66.0,10
2034 允強,2016/12/30,4,627.0,93.0,45.0,85.0,54.0,3.21,+,0.13,7.58,3.95,0.88,-5.0,0.0,40.0,176.0,10
2049 上銀,2016/12/30,7,518.0,118.0,43.0,61.0,-28.0,44.3,,1.18,3.32,11.57,1.28,-23.0,-15.0,94.0,161.0,5
2059 川湖,2016/12/30,3,771.0,53.0,105.0,100.0,49.0,17.02,,0.0,16.4,45.28,0.0,3.0,-7.0,0.0,45.0,28
2062 橋椿,2016/12/30,4,579.0,64.0,70.0,67.0,38.0,11.28,,0.84,7.29,14.01,1.14,6.0,17.0,93.0,62.0,20
2103 台橡,2016/12/30,4,665.0,134.0,35.0,79.0,56.0,9.08,+,0.56,4.12,6.7,1.82,-2.0,-5.0,50.0,270.0,11
2104 國際中橡,2016/12/30,4,778.0,116.0,70.0,96.0,49.0,25.94,,1.94,6.06,20.16,3.66,2.0,-9.0,43.0,159.0,11
2105 正新,2016/12/30,3,834.0,140.0,77.0,82.0,75.0,272.72,,0.82,8.55,15.78,1.79,-4.0,-6.0,63.0,1174.0,11
2204 中華,2016/12/30,4,781.0,140.0,40.0,100.0,82.0,29.86,,0.03,5.76,6.4,1.47,-2.0,-10.0,2.0,407.0,12
2206 三陽工業,2016/12/30,6,490.0,140.0,0.0,68.0,70.0,47.5,,0.89,-0.19,1.31,2.19,9.0,-27.0,82.0,355.0,12
2301 光寶科,2016/12/30,3,727.0,140.0,43.0,90.0,49.0,142.4,,0.24,4.78,5.36,1.47,3.0,-5.0,43.0,2296.0,25
2308 台達電,2016/12/30,1,822.0,140.0,65.0,98.0,51.0,309.6,,0.18,8.49,9.98,1.71,0.0,3.0,16.0,2144.0,28
2314 台揚,2016/12/30,7,523.0,50.0,28.0,92.0,64.0,2.68,,0.3,3.34,3.69,2.08,-4.0,-27.0,37.0,76.0,27
2316 楠梓電,2016/12/30,5,463.0,60.0,2.0,100.0,39.0,5.03,,0.64,0.4,2.27,1.47,3.0,12.0,28.0,49.0,28
2323 中環,2016/12/30,7,424.0,102.0,-15.0,94.0,49.0,12.79,,1.51,-5.67,-8.58,2.84,-3.0,6.0,25.0,109.0,26
2324 仁寶,2016/12/30,3,664.0,140.0,22.0,87.0,59.0,13.49,+,0.12,2.86,1.51,1.48,11.0,-2.0,67.0,7668.0,25
2330 台積電,2016/12/30,1,1010.0,140.0,117.0,100.0,80.0,5461.61,,0.35,19.02,40.03,1.37,-2.0,-12.0,18.0,9479.0,24
2331 精英,2016/12/30,4,494.0,133.0,-12.0,96.0,69.0,6.66,,0.13,-4.26,-6.02,2.2,25.0,8.0,17.0,299.0,25
2332 友訊,2016/12/30,5,459.0,115.0,-8.0,91.0,54.0,6.58,,0.15,-4.07,-0.14,1.63,-3.0,-19.0,26.0,229.0,27
2337 旺宏,2016/12/30,7,461.0,134.0,-5.0,82.0,20.0,54.21,,1.27,-0.03,-6.12,2.48,-4.0,-24.0,56.0,241.0,24
2338 光罩,2016/12/30,6,347.0,16.0,-12.0,100.0,25.0,1.44,,0.01,-6.09,-6.22,5.44,7.0,-9.0,0.0,12.0,24
2340 光磊,2016/12/30,5,559.0,59.0,49.0,100.0,-6.0,6.94,,0.62,5.18,11.24,2.41,-2.0,13.0,12.0,55.0,26
2344 華邦電,2016/12/30,5,759.0,140.0,47.0,95.0,52.0,99.91,,0.56,5.11,10.11,2.07,-6.0,-5.0,22.0,421.0,24
2348 海悅,2016/12/30,7,348.0,5.0,15.0,85.0,30.0,1.89,,3.17,1.16,6.43,2.14,22.0,357.0,47.0,4.0,20
2353 宏碁,2016/12/30,4,589.0,140.0,0.0,90.0,58.0,92.08,,0.11,0.47,0.2,3.68,-2.0,10.0,11.0,2327.0,25
2358 廷鑫,2016/12/30,8,-110.0,11.0,-44.0,-6.0,91.0,0.78,,0.23,-12.6,-7.71,1.45,-13.0,-1.0,246.0,19.0,20
2371 大同,2016/12/30,8,296.0,140.0,-9.0,40.0,48.0,42.0,,5.53,-1.0,-4.87,3.84,-5.0,14.0,126.0,777.0,5
2376 技嘉,2016/12/30,4,761.0,140.0,39.0,100.0,65.0,39.16,,0.19,6.62,3.39,7.0,-4.0,1.0,1.0,523.0,25
2383 台光電,2016/12/30,4,874.0,113.0,107.0,100.0,29.0,26.01,+,0.12,15.14,17.08,1.95,0.0,1.0,13.0,221.0,28
2388 威盛,2016/12/30,9,398.0,55.0,-7.0,78.0,87.0,-10.19,,0.92,-0.2,-26.98,1.32,-4.0,-7.0,83.0,49.0,24
2390 云辰,2016/12/30,7,243.0,10.0,-20.0,98.0,-40.0,-1.99,,1.04,-8.44,-25.32,2.34,2.0,6.0,14.0,8.0,31
2392 正崴,2016/12/30,5,567.0,140.0,1.0,78.0,71.0,83.34,,0.4,0.73,-0.17,1.92,10.0,11.0,59.0,905.0,28
2408 南亞科,2016/12/30,6,751.0,140.0,64.0,71.0,65.0,159.46,,1.75,4.66,20.54,1.76,0.0,-8.0,42.0,416.0,24
2409 友達,2016/12/30,6,644.0,140.0,13.0,83.0,77.0,366.96,,0.99,2.35,3.12,2.72,0.0,-2.0,63.0,3291.0,26
2412 中華電,2016/12/30,1,909.0,140.0,81.0,100.0,86.0,649.52,,0.01,9.29,21.0,1.16,4.0,0.0,0.0,2300.0,27
2419 仲琦,2016/12/30,6,631.0,63.0,58.0,97.0,40.0,0.6,+,0.37,7.04,8.55,2.01,2.0,3.0,40.0,88.0,27
2429 銘旺科,2016/12/30,9,209.0,6.0,11.0,41.0,41.0,0.78,,1.08,2.56,0.79,2.09,-26.0,10.0,137.0,10.0,28
2438 翔耀,2016/12/30,8,435.0,4.0,40.0,100.0,7.0,0.81,,1.18,3.58,12.31,2.14,56.0,8.0,20.0,4.0,26
2439 美律,2016/12/30,4,798.0,98.0,80.0,98.0,69.0,34.12,,0.18,10.64,10.58,1.83,-14.0,-16.0,27.0,169.0,27
2444 兆勁,2016/12/30,8,463.0,10.0,24.0,100.0,71.0,3.37,,0.65,3.5,4.02,2.65,-6.0,-6.0,42.0,15.0,27
2448 晶電,2016/12/30,6,507.0,139.0,-5.0,100.0,0.0,67.87,,1.55,-2.52,-1.43,2.9,-38.0,-8.0,17.0,255.0,26
2450 神腦,2016/12/30,4,778.0,117.0,52.0,99.0,92.0,5.31,,0.01,9.6,2.4,5.47,3.0,-3.0,1.0,341.0,27
2451 創見,2016/12/30,2,824.0,119.0,82.0,100.0,41.0,27.74,+,0.01,12.33,14.85,1.35,5.0,5.0,0.0,221.0,24
2461 光群雷,2016/12/30,6,463.0,47.0,42.0,82.0,-6.0,5.01,,0.79,4.04,9.43,1.73,-17.0,-1.0,78.0,51.0,31
2472 立隆電,2016/12/30,5,564.0,55.0,56.0,90.0,14.0,5.02,,0.59,5.83,12.16,1.5,-5.0,-5.0,51.0,61.0,28
2474 可成,2016/12/30,2,884.0,140.0,97.0,100.0,13.0,242.48,+,0.3,12.41,35.6,0.77,33.0,-9.0,31.0,791.0,31
2475 華映,2016/12/30,8,287.0,140.0,-9.0,26.0,89.0,20.5,,9.76,-0.26,-5.85,4.53,-17.0,0.0,118.0,331.0,26
2484 希華,2016/12/30,6,523.0,26.0,48.0,100.0,27.0,3.25,,0.29,5.6,9.39,1.91,-2.0,-7.0,15.0,30.0,28
2485 兆赫,2016/12/30,3,640.0,78.0,37.0,100.0,73.0,4.43,,0.01,5.16,6.06,7.0,1.0,-4.0,0.0,133.0,27
2486 一詮,2016/12/30,6,405.0,47.0,1.0,100.0,8.0,3.73,,0.96,-0.48,2.36,2.21,17.0,7.0,56.0,49.0,26
2491 吉祥全,2016/12/30,D,-147.0,4.0,-11.0,-20.0,-40.0,-0.29,,7.08,-1.01,-13.85,1.9,-24.0,93.0,193.0,3.0,26
2498 宏達電,2016/12/30,5,286.0,140.0,-35.0,94.0,50.0,-96.68,,0.01,-11.83,-16.08,0.0,8.0,22.0,0.0,782.0,27
2504 國產,2016/12/30,6,22.0,140.0,-39.0,30.0,59.0,-46.26,,2.37,-10.83,-16.56,2.29,-3.0,-3.0,143.0,260.0,14
2506 太設,2016/12/30,8,229.0,34.0,26.0,41.0,-40.0,4.68,,6.89,1.66,11.2,3.47,-2.0,-334.0,59.0,23.0,14
2509 全坤建,2016/12/30,6,96.0,7.0,11.0,27.0,-40.0,-1.88,,10.31,0.03,5.84,2.49,42.0,4155.0,68.0,6.0,14
2511 太子,2016/12/30,5,584.0,111.0,46.0,58.0,51.0,17.44,,3.53,3.72,12.55,2.2,-44.0,279.0,80.0,121.0,14
2515 中工,2016/12/30,6,391.0,98.0,4.0,75.0,-40.0,0.32,,1.42,0.98,2.54,1.68,41.0,298.0,45.0,95.0,14
2527 宏璟,2016/12/30,7,-83.0,9.0,1.0,-21.0,-40.0,-35.16,+,23.56,1.58,-2.1,1.97,69.0,6772.0,141.0,7.0,14
2528 皇普,2016/12/30,8,93.0,1.0,-8.0,48.0,-40.0,-0.28,,7.81,-0.61,-11.46,2.58,2.0,-85.0,36.0,1.0,14
2534 宏盛,2016/12/30,6,188.0,47.0,69.0,-24.0,-40.0,-14.07,+,8.79,4.38,36.81,1.88,,,168.0,32.0,14
2536 宏普,2016/12/30,5,513.0,63.0,71.0,58.0,-2.0,-4.12,+,1.32,5.96,26.3,1.86,-1.0,-371.0,35.0,48.0,14
2540 愛山林,2016/12/30,9,146.0,16.0,61.0,-9.0,-40.0,-20.73,+,12.25,3.94,37.97,2.83,-51.0,915.0,125.0,12.0,14
2547 日勝生,2016/12/30,9,-1465.0,48.0,-47.0,-310.0,-40.0,-80.49,+,39.29,-5.16,-147.89,2.89,137.0,2502.0,508.0,34.0,14
2606 裕民,2016/12/30,5,270.0,77.0,-8.0,41.0,47.0,15.34,,8.49,-0.14,-9.28,1.48,-1.0,0.0,128.0,64.0,15
2610 華航,2016/12/30,6,370.0,140.0,11.0,0.0,48.0,175.45,,1.22,1.47,3.37,1.54,-1.0,0.0,203.0,1411.0,15
2611 志信,2016/12/30,8,290.0,16.0,-1.0,74.0,24.0,0.01,,2.48,0.36,-1.5,2.07,3.0,-3.0,55.0,12.0,15
2612 中航,2016/12/30,5,402.0,48.0,31.0,55.0,45.0,9.38,,5.23,1.5,13.85,1.72,-1.0,0.0,97.0,33.0,15
2613 中櫃,2016/12/30,7,363.0,33.0,13.0,73.0,25.0,-3.04,+,1.5,1.93,4.18,1.91,3.0,3.0,62.0,26.0,15
2616 山隆,2016/12/30,5,580.0,75.0,37.0,86.0,45.0,5.97,,0.11,6.24,2.24,2.19,1.0,1.0,22.0,156.0,23
2633 台灣高鐵,2016/12/30,7,-511.0,140.0,56.0,-311.0,36.0,59.3,+,20.73,2.11,33.91,2.08,2.0,0.0,645.0,406.0,15
2636 台驊投控,2016/12/30,5,500.0,53.0,15.0,98.0,32.0,0.09,,0.27,3.03,1.98,3.05,0.0,0.0,40.0,97.0,15
2642 宅配通,2016/12/30,5,440.0,17.0,20.0,100.0,35.0,1.51,,0.0,3.84,2.72,0.0,-1.0,0.0,0.0,26.0,15
2705 六福,2016/12/30,8,219.0,47.0,-13.0,61.0,-40.0,-3.49,,2.6,-2.7,-9.54,2.21,7.0,-28.0,80.0,32.0,16
2727 王品,2016/12/30,4,671.0,85.0,50.0,100.0,11.0,22.24,,0.0,6.97,5.25,0.0,1.0,-25.0,0.0,161.0,16
2739 寒舍,2016/12/30,5,572.0,30.0,64.0,90.0,39.0,4.31,,0.01,8.79,7.22,1.58,1.0,2.0,2.0,42.0,16
2841 台開,2016/12/30,9,-6.0,3.0,-11.0,20.0,-40.0,-15.1,+,130.51,-1.72,-198.1,3.68,267.0,-740.0,65.0,3.0,14
2905 三商,2016/12/30,5,748.0,140.0,23.0,100.0,99.0,946.07,,0.08,0.43,0.02,0.86,-1.0,1.0,54.0,1937.0,18
2915 潤泰全,2016/12/30,6,488.0,71.0,71.0,58.0,-40.0,-3.68,,4.62,16.28,-4.38,1.23,-2.0,94.0,70.0,57.0,18
3004 豐達科,2016/12/30,5,451.0,18.0,79.0,49.0,33.0,2.34,,0.5,7.45,17.07,0.89,7.0,-13.0,132.0,16.0,10
3008 大立光,2016/12/30,2,972.0,140.0,120.0,100.0,32.0,239.98,+,0.0,25.09,59.48,0.0,20.0,17.0,0.0,484.0,26
3015 全漢,2016/12/30,4,531.0,93.0,2.0,100.0,41.0,0.93,,0.02,1.1,0.97,3.05,-10.0,-3.0,1.0,153.0,28
3018 同開,2016/12/30,7,245.0,11.0,3.0,74.0,-5.0,-0.86,,0.51,1.28,1.97,2.24,-29.0,0.0,62.0,18.0,31
3026 禾伸堂,2016/12/30,4,570.0,83.0,19.0,100.0,48.0,0.77,,0.12,3.24,3.55,0.98,3.0,-2.0,19.0,132.0,28
3027 盛達,2016/12/30,6,333.0,12.0,0.0,96.0,21.0,2.72,,1.11,1.22,-1.95,1.98,4.0,17.0,41.0,12.0,27
3036 文曄,2016/12/30,4,517.0,140.0,25.0,48.0,17.0,-48.11,+,0.2,3.36,1.75,1.51,1.0,-3.0,140.0,1441.0,29
3037 欣興,2016/12/30,4,585.0,140.0,1.0,84.0,69.0,89.25,,0.82,0.83,1.1,1.46,-4.0,1.0,71.0,626.0,28
3041 揚智,2016/12/30,6,395.0,35.0,-12.0,100.0,57.0,-2.35,,0.0,-4.17,-10.48,0.0,-2.0,2.0,0.0,34.0,24
3045 台灣大,2016/12/30,1,855.0,140.0,96.0,69.0,80.0,318.3,,0.58,11.1,17.13,1.22,0.0,2.0,86.0,1166.0,27
3049 和鑫,2016/12/30,7,195.0,40.0,-9.0,24.0,91.0,7.86,,5.21,-0.74,-10.1,2.12,5.0,-6.0,136.0,27.0,26
3052 夆典,2016/12/30,6,184.0,43.0,3.0,9.0,64.0,-5.03,+,1.63,1.13,1.56,1.04,-41.0,13.0,161.0,29.0,14
3054 立萬利,2016/12/30,7,266.0,4.0,0.0,100.0,-40.0,1.05,,2.71,1.49,-2.8,2.89,-3.0,136.0,11.0,3.0,24
3058 立德,2016/12/30,6,412.0,41.0,11.0,88.0,34.0,0.06,,0.18,2.33,1.59,1.1,5.0,7.0,35.0,52.0,28
3090 日電貿,2016/12/30,6,536.0,59.0,50.0,83.0,20.0,4.81,,0.32,6.3,5.71,1.47,-7.0,2.0,71.0,84.0,28
3130 一零四,2016/12/30,4,748.0,12.0,109.0,100.0,99.0,3.95,,0.0,15.31,23.3,0.0,-23.0,0.0,0.0,15.0,30
3149 正達,2016/12/30,D,-511.0,32.0,-51.0,-93.0,65.0,4.06,,7.47,-5.61,-60.5,3.46,36.0,9.0,300.0,26.0,26
3167 大量,2016/12/30,5,434.0,20.0,59.0,86.0,-40.0,0.48,,0.93,5.98,11.55,1.83,-8.0,12.0,70.0,20.0,5
3321 同泰,2016/12/30,7,203.0,21.0,-21.0,74.0,-5.0,-1.86,,0.56,-6.52,-10.71,1.46,24.0,6.0,97.0,25.0,28
3406 玉晶光,2016/12/30,7,401.0,66.0,10.0,68.0,53.0,16.44,,2.11,-0.38,5.66,3.28,-3.0,13.0,60.0,70.0,26
3494 誠研,2016/12/30,8,215.0,20.0,-8.0,77.0,-40.0,0.26,,1.19,-2.75,-5.86,1.73,-7.0,-32.0,46.0,17.0,25
3528 安馳,2016/12/30,6,471.0,19.0,51.0,93.0,2.0,-0.19,,0.22,7.69,5.43,2.88,4.0,18.0,10.0,31.0,29
3532 台勝科,2016/12/30,4,632.0,93.0,29.0,100.0,59.0,29.84,,0.01,3.33,8.48,0.0,-2.0,-1.0,0.0,108.0,24
3591 艾笛森,2016/12/30,6,428.0,30.0,-1.0,100.0,67.0,3.03,,0.14,-0.59,-0.44,1.27,-2.0,-7.0,10.0,33.0,26
3593 力銘,2016/12/30,8,66.0,6.0,-28.0,38.0,29.0,-1.29,,4.33,-8.25,-10.03,4.48,6.0,8.0,107.0,7.0,28
3605 宏致,2016/12/30,5,482.0,48.0,22.0,100.0,22.0,2.88,,0.37,2.92,4.61,1.7,-19.0,3.0,20.0,52.0,28
3673 TPK-KY,2016/12/30,6,372.0,140.0,-5.0,46.0,89.0,127.61,,1.24,-0.92,-1.6,2.7,2.0,12.0,130.0,892.0,26
3682 亞太電,2016/12/30,4,435.0,118.0,-25.0,100.0,86.0,-18.73,,0.0,-11.36,-49.7,0.0,8.0,-5.0,0.0,142.0,27
3701 大眾控,2016/12/30,D,374.0,71.0,11.0,56.0,30.0,-2.16,,0.54,2.1,-0.14,1.48,32.0,5.0,107.0,104.0,25
3702 大聯大,2016/12/30,4,574.0,140.0,29.0,48.0,65.0,75.8,,0.25,3.68,1.59,1.99,3.0,-1.0,145.0,5369.0,29
3705 永信,2016/12/30,4,469.0,61.0,47.0,82.0,-40.0,6.46,,0.64,5.21,9.46,1.83,-1.0,16.0,41.0,62.0,22
4119 旭富,2016/12/30,4,603.0,19.0,91.0,100.0,-7.0,5.02,,0.11,11.92,28.07,3.67,-1.0,5.0,0.0,19.0,22
4141 龍燈-KY,2016/12/30,8,378.0,87.0,35.0,46.0,-40.0,14.06,,3.68,4.36,5.3,4.73,11.0,-4.0,132.0,101.0,22
4414 如興,2016/12/30,8,153.0,20.0,-27.0,53.0,49.0,0.4,,1.87,-8.18,-4.41,3.76,-16.0,-30.0,112.0,28.0,4
4532 瑞智,2016/12/30,4,685.0,109.0,64.0,87.0,14.0,13.99,+,0.48,6.92,11.22,1.54,-8.0,-5.0,57.0,177.0,5
