company,content,date
3682 亞太電,網際網路發展讓視野變的「無遠弗屆」，隨著無線寬頻技術WiMAX（微波存取全球互通技術）發展，過去的不可能，都將變成可能。以下案例中的人、事純屬虛構，WiMAX衍生出的服務視國內外業者推出的計畫而定。          醫療保健 無遠弗屆  《情境一》某個寒冷夜晚，小丸子的奶奶突然高血壓上升，小丸子透過WiMAX手機叫救護車，將家中地址的衛星定位圖資利用WiMAX傳給緊急救護中心，同時透過WiMAX手機聯絡主治醫生財前五郎。  接到電話後，財前醫生利用WiMAX筆記型電腦連上奶奶手上的行動照護表，觀察奶奶目前脈搏及血壓數字。奶奶上了救護車後，財前醫生除隨時監控血壓狀況外，也利用WiMAX傳輸調出奶奶在資庫中的病歷表。在救護車抵達醫院前預先做好病房跟醫療準備。  沒多久奶奶出院，財前醫生透過遠端醫療系統按時與奶奶作例行性問診，爸爸擔心沒人在家時奶奶血壓狀況無法隨時掌握，除在家裡加裝WiMAX網路攝影機外，將奶奶的行動照護表24小時與醫院緊急照護系統連線及自己的WiMAX手機，隨時監控奶奶的血壓狀況。WiMAX促成了行動醫療與遠端醫療應用成真。            農業產銷 e化服務  《情境二》水蜜桃奶奶在山上種植了一大片水蜜桃樹，政府幫忙設計水蜜桃的產銷履歷，內容包含負責種植的農友、產地、採收時間及農藥檢測等，透過WiMAX隨時與資料庫連線更新。  夏天到了，水蜜桃奶奶除了把印有農產履歷的的二維條碼貼上包裝盒，更透過WiMAX將今年的水蜜桃照片及售價，上傳到數位交易平台。  台北上班族小徹在上班坐公車途中利用WiMAX手機上購物網站，看到今年的水蜜桃肥美的照片，與同事一起訂購20箱，水蜜桃奶奶在果園時透過WiMAX手機收到來自小徹訂單，確定今天至少要採收20箱並寄出，兩天後小徹收到之後，用WiMAX及二維條碼功能手機讀取水蜜桃出貨進度。  奶奶的孫子小豹在學校用手機將果園裡的蝴蝶拍起來，透過WiMAX傳輸與學校生態資料庫比對，上傳照片與都市小朋友分享。  下課後，小豹跟著村子裡的小朋友到電腦教室，老師阿傑透過WiMAX 網路視訊，幫小豹及其他小朋友溫習功課及下周段考科目，阿傑還在網路上設計一套模擬考題給小朋友們，小朋友作答跟阿傑修改答案通通透過WiMAX網路傳輸。             即時路況 隨時掌握   《情境三》東明相計畫騎單車橫越大陸，從台北出發搭上機場接駁WiMAX Bus，除了享受車上透過WiMAX傳輸的IPTV外，利用WiMAX筆記型電腦連線查詢即時路況確保準時到達機場，並再次確認搭乘航班準時起飛。  抵達美國後，東明相將WiMAX PDA手機架設在腳踏車上，設定GPS導航，確定橫跨大陸的路線，同時計算里程數，並將所在位置透過WiMAX傳送給在台灣的家人。  從北京出發後，東明相利用WiMAX PDA手機搜尋當地旅遊資訊，包含當地名勝古蹟，知名小吃等，同時查詢附近民宿地點，確定住宿地方，睡前還可透過WiMAX PDA手機查詢明天氣象，在GPS規劃明天行程及未來60多天的單車之旅。             宅男宅女 走出戶外   《情境四》電車男除了工作外，最大休閒就是線上遊戲，WiMAX滿足了電車男無時無刻都可以玩線上遊戲的願望。除在家裡透過WiMAX玩線上遊戲外，搭捷運上班途中還可以利用WiMAX手機繼續打怪練功。  WiMAX的行動便利性讓電車男從一個甚少出門的宅男，變成一個喜歡跟網友相約到戶外，透過WiMAX筆記型電腦連線一起玩遊戲的陽光電車男。  WiMAX應用更讓啥事都怕麻煩的干物女有了新的生活，上班途中透過WiMAX手機查詢今日的星座運勢，還可以拿來當悠遊卡和門禁卡，中午跟同事選擇吃飯餐廳，也由手機連上WiMAX網路選出公司附近新開幕的日式料理。  走進超市，先利用WiMAX將手機與家中具備WiMAX上網功能的冰箱，檢查還有多少食材，確定只需要買大白菜跟飲料，晚上透過冰箱顯示螢幕連上WiMAX查詢食譜，輕鬆完成晚餐「奶油燉白菜」，電視也透過WiMAX連線，觀看新聞台進行WiMAX SNG連線，同時還可查詢最新DVD訊息，選擇今天的晚餐娛樂影片「色戒」。睡覺前將奶油燉白菜影音食譜透過WiMAX上傳至個人影音部落格，跟格友分享。  看了上述WiMAX新生活，是否更期待下半年國內外眾家WiMAX業者推出的商業化服務？  除了大家已經習慣透過3G應用的語音及數據服務外，更可想像未來醫生可透過視訊進行例行性問診的遠端醫療，電玩迷可透過WiMAX手機玩線上遊戲，熱愛旅行的人可透過WiMAX手機取得旅行資訊，WiMAX上網模式將帶給人們更多的便利及想像空間。  WiMAX可創造包含網路電話、行動電視、行動社區照護、行動醫療、行動定位商務、行動旅遊、行動學習、行動交通監控、行動電視等應用，WiMAX傳輸方式設立一個殺手平台，讓各種應用在WiMAX平台中實現。  台灣進度較快的則有政府推動的M台灣WiMAX計畫，已經開始實施的包含中華電在台南後壁鄉的課後輔導及南投仁愛鄉的遠距教學，大同在花蓮與署立醫院及門諾醫院合作的山地部落醫療照護，遠傳與長榮合作的台北到機場的WiMAX Bus也已經上路。  陸續進行試營運的包含中華電在行動宜蘭話中開始提供WiMAX╱WiFi無線上網，進行行動服務治安交通監控及行動學習行動生活服務，  行動台中計畫則提供WiMAX線上遊戲、健康照護等應用，大同則在行動花蓮計畫中提倡行動辦公室、行動醫療，大眾結合PHS及WiMAX雙網服務，宏碁WiMAX農業二維條碼應用以及中視透過WiMAX連線進行eSNG新聞連線。  目前台灣WiMAX服務仍在起步階段，申請應用視專案而定，待WiMAX業者正式推出服務後，可望類似行動電話推廣初期，並搭配硬體銷售進行貼補計畫，透過不同通路及平台推動WiMAX應用。  ,2008/02/14
3682 亞太電,東訊（2321）與威邁思合作推動WiMAX服務，東訊兼威邁思董事長劉兆凱表示，威邁思將在第三季正式推出WiMAX服務，基地台跟CPE（用戶端）將優先跟東訊採購，目前東訊WiMAX在手訂單已達6 000萬美元，約新台幣19.8億元。  網通廠東訊與WiMAX營運業者威邁思昨（13）日藉南港展館進行自行車展活動，分別在展館與南港軟體園區建兩座WiMAX大型基地台，加上以及ASN閘道器，由身兼東元、東訊及威邁思董事長的劉兆凱親自展示WiMAX服務，東元總經理兼  董事長邱純枝、東訊總經理黃文雄、威邁思總經理黃特杕也到場。  劉兆凱認為，全球已經推出200張WiMAX營運執照即將開通或進行測試服務，假設需求約100台，全球便需要20萬個基地站。而台灣近年來輔導WiMAX更為最成功的政策之一，發展出獨特的測試環境，可望帶動台灣WiMAX廠商競爭優勢，今年台灣業者可望有爆發性表現。東訊昨天股價下跌0.3元，收在16.8元。  東訊今年在手訂單已經達6 000萬美元，逼近日前東訊喊出今年WiMAX營收可望達20億元目標，劉兆凱表示，東訊基地台產品對內銷市場已經接獲威邁思及威達訂單，對外也以模組、代工或整組方式銷售，其中WiMAX 室外Modem產品已經接獲美國大廠訂單，間接出貨給英國電信。  劉兆凱表示，威寶與威邁思合作的M台灣計畫，預計3月底完成15座基地台建置，基站將與威寶基站合作，固網則與  合作，幾乎二天就可以完成一個基站布建，預計6月將完成第一期基站布建，共約100個基站，涵蓋率將達70%，先在南港跟新竹試營運，第三季正式推出服務，成為台灣首家推出WiMAX服務業者。  威邁思預計年底前將再增資5億元，雖大股東金仁寶及東元集團擁有足夠的資金資源，威邁思仍希望可以引進國際策略合作大廠，目前也與英特爾接觸中，將廣邀國際策略大廠入股。威邁思資將採購200到500個基站及CPE產品，有五成以上來自東訊，也不排除跟合勤、智邦採購CPE。  ,2008/03/14
3682 亞太電,摩托羅拉W系列四機齊發，包括三款GPRS手機W181、W230、W360以及一款CDMA手機W362，將在過年期間和遠傳（4904）、  等業者合作促銷，四款都是由於華寶通訊（8078）代工。  國內手機代工廠近期連番接獲多款國際大廠的入門手機代工訂單，摩托羅拉日前在美國發表W230、W270手機，都是華寶代工，索尼愛立信近日在印度發表T270、T280、R300和R306 ，前三款都是華冠（8101）代工，R306是奇美通訊代工。  摩托羅拉台灣區行動通訊終端部總經理陳勝裕昨（29）日表示，摩托羅拉今年在台灣銷售量和銷售金額目標一樣重要，但是穩健獲利成長更是重點，因此不見得會追求銷售量的成長，卻會以高階手機為重點，希望銷售金額市占率要挑戰15%以上。  摩托羅拉去年發表產品減少，全球和台灣市占率都雙雙下滑，但近日銷售金額有回升趨勢。根據最新的通路調查，摩托羅拉銷售量市占率13%，排名第四，次於諾基亞、索尼愛立信和三星，銷售金額市占率則約9.4%，略高於三星的8.4%，排名第三。  摩托羅拉去年在台灣約賣出一百多萬台手機，預期今年和去年規模約相仿，但是要以獲利提高為首要任務。相較於其他競爭對手，索尼愛立信今年在台灣訂立200萬支銷售目標，三星則是180萬支，都是要積極成長，搶市場二哥寶座。  ,2008/01/30
3682 亞太電,WiMAX業者大同電信總經理遲煥國閃電離職，由董事長林郭文艷兼任總經理。市場盛傳，遲煥國將跳槽到遠東集團旗下的速博擔任執行副總經理；大同電信則將挖腳遠傳副總嚴福心出任總座，但目前尚未定案。  據了解，協助大同電信拿到WiMAX執照的顧問林晉安最近開始休長假，目前林郭文艷在電信業務的主要幕僚是摩托羅拉前董事長黃培坤，林郭雖然兼任總經理，但市場盛傳也在電信業物色新人選。大同電信今年總部將遷到高雄，加上WiMAX業務前景不明，WiMAX已不像以前灸手可熱。  遲煥國表示，離開原因主要是無法配合公司南遷高雄的計畫，加上生涯另有規畫，但目前還沒有確定。  市場盛傳，遲煥國曾擔任朗訊總經理、  行長等，是行動與固網等工務建設系統出身，但也投入業務面經營。最近朗訊與阿爾卡特合併為新公司阿爾卡特朗訊，目前總經理鍾贊耀被認為可能是暫代性質，阿爾卡特朗訊仍在尋找合適人選。而  在東元總經理邱純枝出任董事長後，也有意再找執行長人才；遲煥國都是曾被點名的人選。  據了解，速博新任總經理紀竹律與遲煥國都是技術背景出身，頗有私交；紀竹律出任總座後，原本暫代執行副總職務，有意延攬遲煥國負責衝刺業務，為速博帶來新貌。  大同電信已向NEC採購約197個基地台採購案，主要是投入經濟部的M台灣計畫；大同在花蓮等地都取得相關專案，NEC將負責基地台設備建置，因此在台投入設立WiMAX發展中心，這也是NEC拿到WiMAX領域的最大訂單。目前拿到WiMAX執照的六家業者中，還沒有業者採購大量的基地台設備，仍是因應之前參與M台灣計畫小型的採購部分設備，包括大眾電信向摩托羅拉採購88個基地台，遠傳也向北電、阿爾卡特朗訊、摩托羅拉三家業者採購部分設備。  ,2008/02/15
3682 亞太電,原預估3月31日為增資案完成日，日前  舉行董事會，將增資完成期限從原本的3月底，延後至7月16日，市場認為，除持續與過去密切接觸的KDDI合作外，董事長邱純枝也可望為亞太引進新的合作夥伴，原股東之一的東元董事長劉兆凱則表示，東元將於6月進行投審會議後，再決定要不要參與增資。  去年股東會通過減資328.4億元，再增資200億元，原計畫3月底完成增資繳款，但今年初  面臨官股與民股經營權爭奪戰，新任董事長邱純枝在2月15日才上任，因此增資計畫來不及在預定期限內完成。  近期召開董事會，通過將延後增資案完成日，將員工與原股東繳款日研至6月30 日，洽特定人繳款截止日延至7月16日。  ,2008/04/01
3682 亞太電,金仁寶轉投資的3G威寶電信計畫辦理減資再增資；據了解，減資是基於打銷虧損金額，因此金額會達到百億元，擬減資五成比率後，再辦理50億元增資，預期在大幅減資美化瘦身下，將有助吸引新股東共同投資3G網路。  有別於中華電、遠傳與台灣大等電信三雄因手中現金太多，辦理減資多半是發還現金給股東，威寶與  辦理減資則是為了打銷虧損金額，也顯示出3G新進業者受到既有業者擠壓，要闖出一片天的壓力很大，需要股東持續的投資。  市場最近傳出，  計畫辦理的增資案已延到7月，現任官派董事長邱純枝在掌握經營權情況下，有意邀之前合作WiMAX的威寶合作共同參與亞太增資；威寶董事長許勝雄昨（14）日表示，沒有投資亞太的打算，連談都沒有談過，至於減、增資會在臨時股東會通過後辦理，但未透露具體金額。  由於威寶去年辦理增資60億元時，即由兩大股東金、仁寶吃下大部分持股，金寶目前占38.7%股權，仁寶約有34. 9%，兩者合計達到七成以上，中華開發約占6.9%、兆豐金約有5.9%、台肥約有4.8%的股權。因此預期減資後，有利於吸引新股東加入投資3G網路。  威寶今天將舉辦股東會，公司去年虧損39.01億元，累計虧損109餘億元，超過實收資本額210億元的二分之一，因此減資金額幾乎相當於虧損金額，今年公司將嚴控成本與資本支出下，希望能縮小虧損金額，但今年8月前單月損益兩平的時程可能將延後。  威寶今天也將改選董監事，將選出11董三監，較現行增加一席董事。據了解，應會新增總經理張豐雄為董事之一。  威寶去年營收41.46億元，營業淨損40.77億元，稅後純損39.01億元，每股虧損2.4元，雖已較前一年虧損的48億元大幅減少，但累計虧損在去年底達到109.39億元，是實收資本額的二分之一，今年營收則要達到60億元的目標。  ,2008/04/15
3682 亞太電,新光金董事長吳東進擬投入百億元，大舉進軍電信事業，規劃引進日本KDDI的資金，共同增資  ，再合併原已投資的大眾電信與大台北寬頻網路，將三家公司整合為一家公司，成為橫跨WiMAX、PHS低功率、行動與固網的電信業新軍，與富邦集團、遠東集團兩大也橫跨金融、電信的大型企業集團，一較高低。  據消息來源透露，新光集團對電信業興趣濃厚，過去曾競逐行動電話執照，並投資不少電信業，包括  、大眾電信與大台北寬頻網路，但這三家公司都面臨尚未獲利，有待突破的瓶頸，因此吳東進最近有意藉由加碼  ，進而收編這些原本不是由新光主導的電信公司，企圖在金融業與百貨業的版圖外，再擴展電信業的新觸角。  目前已完成減資五成，資本額降到328.4億元，因找不到新金主，未能如期完成增資，增資截止日延後到7月。據了解，新光集團希望亞太能再辦理減資，資本額縮減到150億元左右，與日本CDMA電信業者KDDI合作，集資200億元，投資  ，再由  以換股方式，合併大眾電信與大台北寬頻網路，形成一家新的一型電信公司。  目前  由東元集團的邱純枝出任董事長，東元本身對經營亞太也有興趣，而且亞太的大股東台鐵，對於再辦減資並不同意，覺得對原始股東而言，形同減資八成，太不划算，因此亞太能否再辦減資，將是新光與KDDI能否合作的關鍵。  新光集團現透過新光保全、新光人壽、新光紡織與大台北瓦斯投資  ，持股比率約1.36%，今年亞太董事會通過新保總經理林保峰，出任  的常董。在大眾電信日前完成的增資案中，新光也大力捧場，目前新光持股比率約兩成，與最大股東大眾電腦25%相當接近。  大台北寬頻網路則是由大台北區瓦斯公司主導投資，吳東進擔任董事長，其餘董事包括：大眾電腦集團簡明仁、力晶董事長黃崇仁與台固投資代表賴弦五等人。  ,2008/05/09
3682 亞太電,台灣電信服務業近年競爭態勢分明，電信三雄每股稅後純益約都有4元以上的水準，三雄以外的業者卻幾乎都虧錢。新光集團不僅資本雄厚，金融本業又能與電信業發揮綜效，將是富邦與遠東集團不能輕忽的狠角色。  電信市場因資本密集、技術密集，導致大者恆大，新業者要切入市場難度相當高。擁有百萬用戶的  尚難獲利；威寶電信投資了200多億元，仍處於虧損狀態；大眾電信這兩年也沒有賺錢，顯見錢與技術是站穩市場的兩大關鍵。  新光金董事長吳東進看出這個問題點，雖然有心增資  ，但絕對要買得便宜，才能讓銀彈發揮最佳效果，因此他要求亞太必須再辦減資。雖然市場傳出因沒有新金主投入，亞太的增資已降到40億元的新版本，吳東進希望能不能再辦減資，這也是新光衡量投入的重要指標。  同時吳東進喜歡與日本企業合作，希望拉攏日本KDDI作伴，甚至願意將經營權讓給KDDI，讓有技術能力的外資做經營者。  ,2008/05/09
3682 亞太電,WiMAX產業積極起步，大眾電信（3065）昨（24）日表示，已經進行WiMAX手機測試，希望10月能正式推出WiMAX服務；中華電信（2412）上周入股全球一動失敗後，全球一動昨天宣布，將由董事長暨執行長何薇玲增加持股，其個人持股將達三分之一以上。  全球一動昨天發布新聞稿指出，何薇玲將增加投資4 100萬元，預計整體公司變更登記會在3月底前完成。何薇玲表示，WiMAX是國家未來電信產業重點發展的技術，但是台灣電信界的兩大龍頭中華電信、台灣大哥大都沒有參與，對未來WiMAX產業起飛將造成衝擊。  大眾電信當初以最高金額標得WiMAX執照，目前已積極展開籌備，日前也才完成增資計畫。大眾電信行銷企畫處經理葉卯陽昨天表示，已經開始測試WiMAX的雙模手機，雙模是WiMAX與GSM或WCDMA，目前不考慮和自家的PHS系統綁成雙模手機。  葉卯陽強調，大眾電信希望在今年10月推出服務，目前已經積極測試可以商用化的機種。  至於目前現有的PHS業務，大眾電信將在台北春電展宣傳全新費率計畫，下月起將推出月租費299元的計畫，屆時網內互打不用錢，與  的網內互打免費打擂臺，但大眾的月租費不能抵通話費。  葉卯陽表示，今年共將推出六款新手機，只有一款是PHS單模手機，其餘五款都會是雙模手機，可在PHS和GSM系統間切換。大眾將在春電展開始銷售皮革烤漆的雙門號手機PG1910 ，今年都將向英華達和啟碁採購手機，預計共約30萬支、總金額約12億元。  大眾電信上周完成第一階段現金增資9億元，除大股東新光集團、大眾控股及中興保全（9917）參與認股，聯電（2303 ）子公司宏誠創投和聯家軍的智原（3035）、手機供應商英華達（3367）、啟碁（6285）也都參與現增；未來第二階段將鎖定外資。  ,2008/03/25
3682 亞太電,昨（23）日董事會通過96年的財報，公司合併營收為136.38億元，稅後純益1.47億元，是亞太首次賺錢，董事會中有討論再減資案，為引進新金主預作暖身，但沒有獲得董事會一致支持，因此新光集團、日本KDDI對於入股一事目前按兵不動。  亞太昨天應有29位董事出席，實際出席21位，由於近日王家人陸續被保釋，因此外界密切觀察王家是否有重回亞太的企圖心，尚未有任何跡象，之前被官股視為較親近前董事長賴春田的監察人李宗黎，則在4月15日提出辭職，最近公司多位高層主管離職，包括主計長張簡明華、資訊長黃泰元與行銷長林春長等人。  據了解，亞太董事會也討論要再減資，之前已在4月19日完成減資，資本額已減為328.4億元，以彌補虧損。  董事長邱純枝表示，  增資案仍積極與特定的策略性合作夥伴進行洽談中，未來將繼續朝向健全財務、平穩經營的方向努力，達成公開發行的目標。  但昨天也有董事提出再減資以便於引進新金主，未獲通過，新增資案預定在7月19日完成。董事會也通過要向台新金借貸低於5億元的貸款，借新還舊，用於營運資金。  昨天董事會通過96年度財報，經安侯建業會計師事務所出具修正式無保留意見，全年合併營收為136.38億元，營業毛利21.4億元，由為減損迴轉利益約30億元，稅後純益1.47億元，每股稅後純益0.02元，較95年度每股虧損6.95元大幅成長，用戶數與營收亦呈現穩定成長。  據了解，獲利的主因是由於產生減損迴轉利益，這是來自於之前公司進行資產減損打掉很多金額，因此才產生利益迴轉。  最近密集拉高用戶數，應是為募資增加吸引力，全力打網內互打免費的資費，業界人士評估這是難以賺錢的資費。去年度淨新增用戶數為32.6萬，96年底有效用戶數達126萬；至今年4 月底已有144.7萬戶，成長速度超過三成，預估今年6月即可衝破150萬戶的門檻。  ,2008/05/24
3682 亞太電,在2日晚間的一場飯局，原本是運作讓  董事長賴春田轉由民股方式出任董座，大家酒酣耳熱之際，議定由普訊創投讓出一席董事，由賴春田轉任。沒有想到，飯局散會後，普訊創投集團負責人柯文昌接到關切電話，而他正有司法案件纏身，因此不能支持賴春田，才導致昨天早上董事會中賴春田的請辭案變成弄假成真。  據了解，賴春田早嗅出交通部有意撤換其法人代表的身分，因此在2日晚間的飯局上，巧妙布好局，普訊有兩席董事，讓出一席給賴春田，讓賴春田不再受交通部的束縛。但不料飯局結束後，馬上有人通報高層，打壞賴春田的布局。  賴春田昨天早上在董事會中仍提出請辭案，有點賭上一賭的味道，因為之前與交通部交手，賴春田都還能在董事投票時險勝一、兩票，彼此呈現五五波局勢，因此在請辭後，董事們先是吵代理主席即相持不下，在親賴春田的華榮電線電纜與親公股的東元電機兩派勢力纏鬥中，由東元的邱純枝取得代理主席，這已是公股取得優勢地位。  雖然小股東黃千明出面要求改選董事長，但是昨天出席的22席董事中，不少人在「民不與官鬥」的想法下，轉而支持公股。賴春田此次輸了一票，恐怕很難贏回來。  ,2008/01/04
3682 亞太電,董事長賴春田即使與陳水扁總統關係良好，但交通部常次何煖軒此次硬是把賴春田拉下馬。而引進股東、控告德銀案、投標台鐵BOT案和亞太線上併購安大資訊四個引爆點，促使賴春田最後請辭。  賴春田是經濟部長陳瑞隆延攬為  救火的董事長，但亞太的公股董事其實是台鐵，隸屬於交通部主管，託付燙手山芋給賴春田之後，經濟部將主管權力回歸給交通部。  交通部在拿回主導權後，由何煖軒操盤，雖然他並非亞太的董事，董事會舉行前都要向他辦個會前會，他對於賴春田的強勢作風相當不滿，曾對友人私下表示，「我沒有辦法和這個人坐在同一張桌子上開會」。  賴春田也不是省油的燈，他與立委高志鵬熟識，也找上立委柯建銘，正預備延攬前國家太空中心主任吳作樂到公司為副執行長。吳作樂之前涉嫌貪汙案，正在訴訟過程中。  有人質疑以賴春田的關係難道不夠力嗎？但有人回應「台灣那麼小，誰沒有兩、三個關係」。  賴春田請辭檯面上的理由，是投標台鐵BOT案與亞太線上併購安大資訊，引起交通部不快，雙方都質疑對方有圖利特定人之嫌，但檯面下的理由其實是雙方對引進股東不同與控告德銀案的看法南轅北轍。  行政院有意引進大同集團來挹注亞太，大同由於拿到WiMAX執照急需切入電信領域，以林郭文艷的強勢，要注資一定要做董事長，但賴春田想要引進的是外資KDDI、Sprint Nex-tel，並且盡量平均引進新股東的股權，有利於其穩坐董事長寶座，這才是衝突點。  其次，賴春田強勢要控告德意志銀行的舉措，也讓德銀相當不滿，對賴春田屢次放話都礙於外銀的規定難以回應，但又有損公司形象，外界也覺得這是導致賴春田下台的原因之一，而安大資訊合併案不過是壓倒賴春田的最後一根稻草罷了。  ,2008/01/04
3682 亞太電,董事長賴春田與大股東交通部不合檯面化，賴春田昨（3）日原本醞釀要從公股董事長轉為民股董事長，卻在交通部全力反撲下，意外演出辭職戲碼。  亞太擬在下周二改選董事長，部分民股董事將力拱賴春田轉為民股董事長；交通部正在考慮由大同集團或是中華電信高層二擇一，一場董座保衛戰開打。  熟悉內情人士評估，交通部台鐵共有六席董事、再加上財政部表態，泛公股的兆豐銀及台灣企銀等公司都會支持交通部，在30席董事中，泛公股雖然比民股少，但已掌握優勢。賴春田將改由民股長弘投資身分出任董事，不過恐怕很難爭取到董事長大位。  據了解，亞太昨天董事會原本提出的議程，是要延攬安大資訊總經理郭俊男為亞太線上總經理，但賴春田真正想要提出的是由公股身分轉任為民股董事長。上周五董事會中，賴春田強行通過亞太線上以1.8股換1股安大資訊，引發交通部代表不快，交通部有意撤換賴的台鐵法人代表身分；賴則先下手為強，主動聯結民股董事，意圖在昨天早上的董事會中提出此案。  董事會一開始，賴春田即宣布辭職，隨即親賴派的常務董事黃千明提出要改選董事長之議，但交通部2日晚間已經收到風聲，全力動員，因此以11票對10票險勝一票，昨天不改選董事長。交通部台鐵的代表承諾將在下周二派齊法人代表後，再行改選，但也不排除提前發動。  賴春田下午召開記者會說明與交通部不快而請辭之事，主要是交通部常次何煖軒不支持，包括  參與台鐵BOT案，以及亞太線上與安大資訊等案引發交通部疑慮，這樣「當董事長沒意思」。對於外界質疑其掏空公司，他說：「不知道亞太還有那裡可以掏空，知道的人可以告訴我。」  賴春田表示，台鐵萬華車站BOT招標案一事，在流標兩次後，由台鐵前後任局長陳鋒男、范植谷及副局長徐亦男建議亞太參與作為亞太營運大樓。在亞太可望得標案，去年10月起，多次接獲何煖軒電話或在會議中要求撤銷，因亞太為台鐵轉投資，有利益衝突關係，但自己卻仍執行此案，被認為是嚴重抗命，應該槍斃。  對於與安大合併案，外界質疑賴春田與安大總經理郭俊男關係匪淺，賴春田坦承，去年1月24日接任亞太董事長以來，每天都有一堆資訊採購案等簽核，包含M台灣採購計畫都是由郭俊男幫忙。其中沒有銀行願意幫亞太開LC（信用狀），因此電信設備公司奧維通表示，若安大願意代亞太開信用狀，未來將由安大負責台灣產品代理商。而與安大的合作過程，均向經濟部長陳瑞隆報告。  【記者陳秀蘭╱台北報導】經濟部長陳瑞隆昨（3）日肯定  董事長賴春田對亞太固網（  前身）重整的貢獻。去年9月11日經濟部就已經把亞太固網的業務督導權責，移交給交通部，對賴春田請辭一事，「尊重交通部決定」。  不過，經濟部官員對交通部「過河拆橋」，頗不以為然。一位官員指出，中鋼的亞太固網持股比率相當低，真正大股東是鐵路局，亞太固網出事後，鐵路局嚇得不敢出面，行政院指示由經濟部接手。 亞太固網財務黑洞大，董座根本找不到人，剛好賴春田退休，願意「跳火坑」，收拾善後，也讓亞太固網免於破產。  ,2008/01/04
3682 亞太電,董事長賴春田昨天請辭的消息傳出，有人擔心這位不拿薪水的靈魂人物走了，亞太的未來該怎麼辦；但也有人叫好，認為被質疑掏空的董事長下台，亞太才有未來。集合公益董事長還是掏空董事長這兩種極端的評價於一身，賴春田十足是個話題人物。  留著小平頭、帶著三分白髮的賴春田，因是資誠會計師事務所的合夥主席而知名於會計業界。在民進黨執政後，由於他是謝長廷輔選大將李應元的妻舅，而且也是陳水扁總統的會計顧問，與綠營交情深厚，因此在力霸集團  爆發王家掏空事件，才在去年2月中旬受經濟部長陳瑞隆的請託，放下退休計畫，來到亞太出任董事長。不過 他在業界卻有著兩極化的評價。  他自己分析，去職的主要關鍵為台鐵BOT案及安大合併案，即使交通部次長何煖軒不只一次說通過合併案會出問題，及有利益糾葛而反對，但他懷疑自己是擋人財路或是踩到別人的腳。  不過，也有一些亞太舊員工質疑，認為當初王又曾是一匹狼，現在的賴春田是一隻虎，因為賴春田投入經營後，作風頗為強勢，帶來自己班底，公司屢屢展開採購案。以亞太常常趕跑三點半的情況，還要買基地台、手機、更新資訊軟體等等動作，不免令有些長期為王家辦事的離職員工質疑這是否在複製相同的掏空模式。  ,2008/01/04
3682 亞太電,在賴春田辭去董事長職務後，據了解，交通部擬提前在下周一召開常務董事會議，想推選台鐵副局長徐亦南暫代董事長，但是徐亦南昨（4）日晚表示沒有被徵詢此事，完全不知道，另一方面賴春田雖也會轉為民股董事，但已經交代幕僚「打包行李」，顯示續任董座可能性低，因此官股在董座之爭上已是勝券在握。  徐亦南說，身為公務員不可以兼任民營公司董事長職務，違反相關規定，要是有這種可能，周二早上的董事會就通過了，不用等到下周一再推派，不過有可能等下打開電腦收到通知也不一定。  消息來源指出，交通部為快刀斬亂麻，擬在下周一召開常務董事會議，由常董互推董事長人選，由於常董人數在賴春田辭職後減為六席，台鐵兩席與兆豐金一席即有半數的掌握權，而東元電機由於與台鐵業務往來密切，也站在泛官股一邊，可望過半數，即使常董黃千明與華榮電線電纜傾向於支持賴春田，恐不敵官股的優勢地位，而徐亦南暫代董座可能是一時之間找不到合適人選。  官股不傾向召開董事會議，由於董事達30席，要掌握30席董事的票源難度較高，而且賴春田目前不具有董事身分，也不能參加下周一常董會議，雖然部分民股想先讓賴出任董事，再出任常董，爭取董座之位，但是在交通部昨天全力動員政府資源下，目前看來賴春田難續任之路。  賴春田昨天搭乘高鐵南下到嘉義站下車，前往台南與當地政府洽談合作案，並且順路回到台中老家探望母親。據了解，他已經交代幕僚準備打包行李，在下周二前清空辦公室。賴春田的長子明日結婚完成終身大事，將請駱錦明證婚。  被盛傳是董事長人選的還有中華電高層主管與大同集團，中華電董事長賀陳旦說：「應該不可能。」，大同集團則表示，只要有好的投資機會都不會放棄，但目前公司是沒有對亞太做財務稽核（DD）。  ,2008/01/05
